#Num,R1 IW,R2 PW,R3 NE,R4 SE,SAF #,Cover Type Name,Fuel Ref,Lit,1hr,10hr,100hr,1000h,QMD,Duf,Dep,Cd,Herb,Cd,Shr,Cd,Foli,Cd,Bran,Cd,Add. Ref,CvG, Flame EF,Duff EF, Smolder 1K EF
#---,__,--,__,--,__________,....................................................................................................,---------------,______,------,______,------,______,------,______,------,__,------,__,------,__,------,__,------,__,---------------,___,--,__,---
291,0,0,0,4,,Magnolia virginiana - Nyssa bifolia Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
15,0,0,0,4,,Magnolia virginiana - Persea palustris Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
378,0,0,0,4,,Magnolia virginiana Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
606,0,2,0,0,,Malosoma laurina - (Rhus integrifolia) Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1290,1,0,0,0,,Mertensia ciliata Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1,0,0,0,4,,Metopium toxiferum - Eugenia foetida Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
362,0,0,0,4,,Metopium toxiferum Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
1342,1,2,0,0,,Mimulus primuloides Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1319,1,0,0,0,,Minuartia obtusiloba Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
675,1,0,0,0,,Mortonia sempervirens Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1053,1,0,0,0,,Muhlenbergia asperifolia  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
946,0,0,0,4,,Muhlenbergia capillaris Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
980,1,0,0,0,,Muhlenbergia emersleyi Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1258,0,0,0,4,,Muhlenbergia expansa - Rhynchospora plumosa Saturated Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1172,0,0,0,4,,Muhlenbergia expansa Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1008,1,0,0,0,,Muhlenbergia filiculmis Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1173,0,0,0,4,,Muhlenbergia filipes Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
913,0,0,0,4,,Muhlenbergia filipes Seasonally Flooded Tropical Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
981,1,0,0,0,,Muhlenbergia montana Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
947,0,0,0,4,,Muhlenbergia reverchonii Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1240,1,0,0,0,,Muhlenbergia setifolia Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1230,1,0,0,0,,Muhlenbergia setifolia/Artemisia bigelovii Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
796,0,0,3,4,,Myrica (cerifera; pensylvanica) - Vaccinium formosum Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
569,0,0,0,4,,Myrica cerifera - Baccharis halimifolia Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
557,0,0,0,4,,Myrica cerifera - Ilex cassine Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
624,0,0,0,4,,Myrica cerifera Seasonally Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1262,0,0,3,0,,Myrica gale/Carex lasiocarpa Saturated Shrub Herbland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
713,0,0,3,4,,Myrica pensylvanica - (Prunus maritima) Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
982,0,2,0,0,,Nassella cernua Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
983,0,2,0,0,,Nassella lepida Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1010,0,2,0,0,,Nassella pulchra Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
984,1,0,0,0,,Nassella viridula Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1352,0,0,0,4,,Nelumbo lutea Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
690,1,2,0,0,,Nolina bigelovii Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
266,0,0,0,4,,Nyssa aquatica - (Taxodium distichum) Semipermanently Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
279,0,0,0,4,,Nyssa biflora - (Taxodium distichum) Tidal Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
274,0,0,0,4,,Nyssa biflora - Acer rubrum Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
525,0,0,0,4,,Nyssa biflora - Taxodium ascendens Semipermanently Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
248,0,0,0,4,,Nyssa biflora Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
520,0,0,0,4,,Nyssa biflora Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
267,0,0,0,4,,Nyssa biflora Semipermanently Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
249,0,0,0,4,,Nyssa ogeche Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
691,1,2,0,0,,Opuntia bigelovii Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
692,0,2,0,0,,Opuntia littoralis Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
693,0,0,0,4,,Opuntia stricta - Acanthocereus tetragonus Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
985,1,0,0,0,,Oryzopsis hymenoides Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1241,1,0,0,0,,Oryzopsis hymenoides Shrub Herbland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1371,0,0,0,4,,Osmunda cinnamomea Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1372,0,0,0,4,,Osmunda regalis Saturated Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1075,0,0,0,4,,Panicum abscissum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1076,1,0,0,0,,Panicum bulbosum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1120,0,0,0,4,,Panicum hemitomon Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
914,0,0,0,4,,Panicum hemitomon Seasonally Flooded Tropical Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1214,0,0,0,4,,Panicum hemitomon Semipermanently Flooded Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
948,1,0,0,0,,Panicum obtusum Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1121,0,0,3,4,,Panicum virgatum Seasonally Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1181,0,0,3,0,,Panicum virgatum Tidal Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
471,0,2,0,0,,Parkinsonia florida - Olneya tesota Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
694,1,0,0,0,,Parkinsonia florida Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
695,1,2,0,0,,Parkinsonia microphylla Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
867,1,0,0,0,,Paronychia pulvinata Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1054,1,0,0,0,,Pascopyrum smithii  Intermittently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
949,1,0,0,0,,Pascopyrum smithii Herbland,FOFEM 271,0,0,0,0,0,0,0,0,,0.63,,0,,,,,,,,6,8,7
1077,1,0,0,0,,Pascopyrum smithii Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1078,0,0,0,4,,Paspalum distichum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1320,1,2,0,0,,Pedicularis contorta Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
819,0,0,3,0,,Pentaphylloides floribunda - Myrica gale - (Carex lasiocarpa) Saturated Shrubland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
1234,1,0,0,0,,Pentaphylloides floribunda Shrub Herbland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
761,1,0,0,0,,Pentaphylloides floribunda Temporarily Flooded Shrubland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
1263,0,0,3,0,,Pentaphylloides floribunda/Carex(flava;interior;sterilis;lasiocarpa) Saturated Shrub Herbland,SMFDB 282,0.2,0,0,0,0,0,2.5,0.5,,0.1,,2.57,,,,,,,,5,8,7
5,0,0,0,4,,Persea palustris - Ficus aurea Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1122,0,0,3,0,,Phalaris arundinacea Seasonally Flooded Herbland,FOFEM 311,0,0,0,0,0,0,0,0,,4.5,,0,,,,,,,,6,8,7
740,1,0,0,0,,Philadelphus lewisii Intermittently Flooded Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
1031,1,2,0,0,,Phleum alpinum Herbland,FOFEM 281,0,0,0,0,0,0,0,0,,0.95,,0,,,,,,,,6,8,7
1079,1,0,0,0,,Phleum alpinum Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1321,1,0,0,0,,Phlox diffusa Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1322,1,0,0,0,,Phlox pulvinata Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1323,0,0,0,4,,Phlox subulata - Solidago simplex Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1144,1,2,0,0,,Phragmites australis  Semipermanently Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
1080,0,0,0,4,,Phragmites australis Temporarily Flooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
865,1,2,0,0,,Phyllodoce empetriformis Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
866,1,2,0,0,,Phyllodoce glanduliflora Dwarf-Shrubland,X,,,,,,,,,,,,,,,,,,,,5,8,7
714,1,0,0,0,,Physocarpus malvaceus Shrubland,INT-GTR-363,0.5,0.2,0.9,1,0,0,9.8,0.5,,0.4,,23.4,,,,,,,,5,8,7
68,0,2,0,0,,Picea breweriana Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
69,1,2,0,0,,Picea engelmannii Forest,FOFEM 061,0.6,0.23,0.67,0.9,20,5,30,1.6,,0.3,,0.2,,6,,4,,,,3,8,7
117,1,0,0,0,,Picea engelmannii Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
106,1,2,0,0,,Picea engelmannii Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
452,1,0,0,0,,Picea engelmannii Seasonally Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
93,1,0,0,0,,Picea engelmannii Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
444,1,0,0,0,,Picea engelmannii Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
430,1,0,0,0,,Picea engelmannii Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
301,0,0,3,0,,Picea glauca - Abies balsamea - Populus spp. Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
70,0,0,3,0,,Picea glauca - Abies balsamea Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
71,1,0,0,0,,Picea glauca Forest,FOFEM 161,11.1,0,0,0,0,0,35,2.3,,0.15,,0.25,,6,,4,,,,3,8,7
94,1,0,0,0,,Picea glauca Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
431,0,0,3,0,,Picea glauca Woodland,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
634,0,0,3,0,,Picea mariana - Abies balsamea Shrubland,X,,,,,,,,,,,,,,,,,,,BBS,5,8,7
352,0,0,3,0,,Picea mariana - Larix laricina Saturated Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
302,0,0,3,0,,Picea mariana - Populus tremuloides Forest,PMS-831,0,0.2,0.4,0.8,0.3,5,70.47,6,,0.1,,0.8,,,,,,,,3,8,7
72,0,2,3,0,,Picea mariana Forest,PMS-831,6.8,0.1,0.2,0.5,2.4,5,75.49,5.1,,0.31,,0.23,,,,,,,,3,8,7
118,0,2,3,0,,Picea mariana Saturated Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
456,0,2,3,0,,Picea mariana Saturated Woodland,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
303,1,0,0,0,,Picea pungens - Populus tremuloides Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
73,1,0,0,0,,Picea pungens Forest,FOFEM 051,1,0.23,0.67,1.3,20,5,20,1.1,,0.15,,0.25,,6,,4,,,,3,8,7
107,1,0,0,0,,Picea pungens Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
95,1,0,0,0,,Picea pungens Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
445,1,0,0,0,,Picea pungens Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
432,1,0,0,0,,Picea pungens Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
74,0,0,3,0,,Picea rubens - Abies balsamea Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
119,0,0,3,0,,Picea rubens - Abies balsamea Saturated Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
353,0,0,3,0,,Picea rubens - Acer rubrum Saturated Forest,X,,,,,,,,,,,,,,,,,,,BBS,3,8,7
304,0,0,3,4,,Picea rubens - Betula alleghaniensis Forest,X,,,,,,,,,,,,,,,,,,,BBS,1,8,7
75,0,0,0,4,,Picea rubens Forest,X,,,,,,,,,,,,,,,,,,,BBS,1,8,7
120,0,0,3,4,,Picea rubens Saturated Forest,X,,,,,,,,,,,,,,,,,,,BBS,1,8,7
457,0,0,0,4,,Picea rubens Saturated Woodland,X,,,,,,,,,,,,,,,,,,,BBS,1,8,7
433,0,0,3,4,,Picea rubens Woodland,X,,,,,,,,,,,,,,,,,,,BBS,1,8,7
96,0,2,0,0,,Picea sichensis Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
553,0,2,0,0,,Picea sitchensis - Populus balsamifera ssp. trichocarpa Seasonally Flood Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
305,0,2,0,0,,Picea sitchensis - Populus trichocarpa Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
341,0,2,0,0,,Picea sitchensis - Populus trichocarpa Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
76,0,2,0,0,,Picea sitchensis Forest,FOFEM 171,1,0.9,2.1,2.8,50,5,35,2,,0.2,,0.35,,6,,4,,,,3,8,7
121,0,2,0,0,,Picea sitchensis Saturated Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
458,0,2,0,0,,Picea sitchensis Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
108,0,2,0,0,,Picea sitchensis Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
446,0,2,0,0,,Picea sitchensis Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
434,0,2,0,0,,Picea sitchensis Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
391,0,0,3,0,,Pinus (banksiana; resinosa) Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
542,0,0,0,4,,Pinus (echinata; taeda) - Quercus (arkansana; incana; margarettiae) Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
306,0,0,0,4,,Pinus (echinata;taeda;virginiana) - Quercus (alba;rubra) - Liriodendron tulipifera Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
307,0,0,0,4,,Pinus (echinata;taeda;virginiana) - Quercus (incana;margarettiae;hemisphaerical) Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
308,0,0,0,4,,Pinus (echinata; virginiana) - Liriodendron tulipifera Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
309,0,0,0,4,,Pinus (glabra; taeda) - Fagus grandifolia - Quercus alba - Magnolia grandiflora Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
310,0,0,3,0,,Pinus (rigida; echinata) - Quercus coccinea Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
311,0,0,3,4,,Pinus (rigida; pungens) - Quercus (prinus; coccinea) Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
543,0,0,3,4,,Pinus (rigida; pungens; virginiana) - Quercus (prinus; coccinea) Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
38,1,2,0,0,,Pinus albicaulis Forest,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,,0.2,,0.4,,2,,1,,,,3,8,7
392,1,2,0,0,,Pinus albicaulis Woodland,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,,0.2,,0.4,,2,,1,,,,3,8,7
393,1,0,0,0,,Pinus aristata Woodland,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,,0.2,,0.4,,2,,1,,,,3,8,7
394,0,2,0,0,,Picea sitchensis Woodland,SMFDB 020,2.61,0.31,0.33,0.41,0,0,21.57,1.1,,0.2,,0.4,,,,,,,,3,8,7
395,0,2,0,0,,Pinus balfouriana Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
1200,0,0,3,0,,Pinus banksiana - (Pinus resinosa) Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
312,0,0,3,0,,Pinus banksiana - Populus tremuloides Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
313,0,0,3,0,,Pinus banksiana - Quercus (ellipsoidalis; velutina) Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
39,0,0,3,0,,Pinus banksiana Forest,FOFEM 121,0.7,0.17,0.93,0,3,5,34,2.5,,0,,0,,6,,5,,,RJP,3,8,7
314,0,0,0,4,,Pinus cembroides - Quercus gravesii Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
396,1,0,0,0,,Pinus cembroides Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
40,0,0,0,4,,Pinus clausa Forest,FOFEM 191,0.7,0,0,0,0,0,3.8,1,,1.7,,2.6,,,,,,,,1,8,7
397,0,0,0,4,,Pinus clausa Woodland,FOFEM 191,0.7,0,0,0,0,0,3.8,1,,1.7,,2.6,,,,,,,,1,8,7
315,1,0,0,0,,Pinus contorta - Populus tremuloides Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
350,0,2,0,0,,Pinus contorta - Populus tremuloides Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
41,1,2,0,0,,Pinus contorta Forest,SMFDB 362,0.27,0.22,0.5,1.28,1.61,5,32.02,1.5,,0.36,,0.49,,,,,,,,3,8,7
459,0,2,0,0,,Pinus contorta Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
109,1,2,0,0,,Pinus contorta Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
97,0,2,0,0,,Pinus contorta Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
447,0,2,0,0,,Pinus contorta Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
398,1,2,0,0,,Pinus contorta Woodland,SMFDB 362,0.27,0.22,0.5,1.28,1.61,5,32.02,1.5,,0.36,,0.49,,,,,,,,3,8,7
399,0,2,0,0,,Pinus coulteri - Quercus chrysolepis Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
400,0,2,0,0,,Pinus coulteri Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
401,1,0,0,0,,Pinus discolor Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
316,0,0,0,4,,Pinus echinata - Quercus (alba; falcata; stellata; velutina) Forest,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,,0.03,,0.14,,0,,0,,,,1,8,7
544,0,0,0,4,,Pinus echinata - Quercus (alba; falcata; stellata; velutina) Woodland,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,,0.14,,0.03,,0,,0,,,,1,8,7
317,0,0,0,4,,Pinus echinata - Quercus (coccinea; falcata; prinus) Forest,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,,0.03,,0.14,,0,,0,,,,1,8,7
545,0,0,0,4,,Pinus echinata - Quercus stellata - Quercus marilandica Woodland,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,,0.14,,0.03,,0,,0,,,,1,8,7
318,0,0,0,4,,Pinus echinata - Quercus stellata - Quercus marlandica Forest,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,,0.03,,0.14,,0,,0,,,,1,8,7
42,0,0,0,4,,Pinus echinata Forest,Mc Daniel,1.51,0.17,0.72,2.4,2.46,,4.65,0.72,,0.03,,0.14,,0,,0,,,,1,8,7
402,0,0,0,4,,Pinus echinata Woodland,Mc Daniel,0.89,0.08,0.29,1.59,3.12,,1.77,0.36,,0.29,,0.07,,0,,0,,,,1,8,7
43,1,0,0,0,,Pinus edulis Forest,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
403,1,2,0,0,,Pinus edulis Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
380,0,0,0,4,,Pinus elliottii Saturated Tropical Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
354,0,0,0,4,,Pinus elliottii - Magnolia virginiana - Taxodium ascendens - Nyssa biflora Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
554,0,0,0,4,,Pinus elliottii - Taxodium ascendens Saturated Woodland,X,,,,,,,,,,,,,,,,,,,,1,8,7
122,0,0,0,4,,Pinus elliottii Saturated Temperate Forest,X,,,,,,,,,,,,,,,,,,,PFL,1,8,7
460,0,0,0,4,,Pinus elliottii Saturated Temperate Woodland,X,,,,,,,,,,,,,,,,,,,PFL,1,8,7
25,0,0,0,4,,Pinus elliottii Tropical Forest,FOFEM 401,1.58,0,0,0,0,0,9.72,1.4,,0,,5.45,,,,,,,,1,8,7
379,0,0,0,4,,Pinus elliottii Tropical Woodland,FOFEM 401,1.58,0,0,0,0,0,9.72,1.4,,0,,5.45,,,,,,,,1,8,7
404,1,0,0,0,,Pinus engelmannii Woodland,SMFDB 081,0.6,0.24,0.67,0.89,12.5,5,41.19,1.89,,1,,0.35,,,,,,,,3,8,7
319,1,0,0,0,,Pinus flexilis - Populus tremuloides Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
448,1,0,0,0,,Pinus flexilis Temporarily Flooded Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
405,1,2,0,0,,Pinus flexilis Woodland,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,,0.2,,0.4,,,,,,,,3,8,7
342,0,0,0,4,,Pinus glabra - Pinus taeda - Liquidambar styraciflua - Quercus phellos Temporarily Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
355,0,0,0,4,,Pinus glabra - Quercus laurifolia Saturated Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
44,0,0,0,4,,Pinus glabra Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
110,0,0,0,4,,Pinus glabra Seasonally Flooded Forest,X,,,,,,,,,,,,,,,,,,,,1,8,7
1201,0,2,0,0,,Pinus jeffreyi Wooded Herbland,X,,,,,,,,,,,,,,,,,,,,6,8,7
406,0,2,0,0,,Pinus jeffreyi Woodland,SMFDB 019,1.68,0.11,0.87,0.33,0,0,39.99,2.12,,0.2,,0.4,,,,,,,PN,3,8,7
407,1,0,0,0,,Pinus leiophylla Woodland,X,,,,,,,,,,,,,,,,,,,,3,8,7
408,1,2,0,0,,Pinus longaeva Woodland,FOFEM 101,0.3,0.1,0.6,0.5,7,5,10,0.8,,0.2,,0.4,,,,,,,,3,8,7
1192,1,0,0,0,,Pinus monophylla Wooded Tall Herbland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,6,8,7
409,1,2,0,0,,Pinus monophylla Woodland,FOFEM 381,1,0,0,0,0,0,9,0.4,,0.2,,1.3,,,,,,,,3,8,7
45,1,2,0,0,,Pinus monticola Forest,FOFEM 041,0.8,0.15,0.85,0.8,40,5,30,2,,0.15,,0.25,,4,,3,,,,3,8,7
410,0,2,0,0,,Pinus monticola Woodland,FOFEM 041,0.8,0.15,0.85,0.8,40,5,30,2,,0.15,,0.25,,4,,3,,,,3,8,7
46,0,2,0,0,,Pinus muricata Forest,X,,,,,,,,,,,,,,,,,,,,3,8,7
320,0,0,0,4,,Pinus palustris;Pinus(echinata;taeda);Quercus(incana;margarettiae;falcata;laevis,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,3,8,7
47,0,0,0,4,,Pinus palustris - Pinus (echinata; taeda) Forest,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,1,8,7
411,0,0,0,4,,Pinus palustris - Pinus (echinata; taeda) Woodland,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,1,8,7
412,0,0,0,4,,Pinus palustris - Pinus clausa Woodland,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,1,8,7
321,0,0,0,4,,Pinus palustris - Pinus echinata;(Pinus taeda); Quercus(stellata;falcata) Forest,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,1,8,7
461,0,0,0,4,,Pinus palustris - Pinus elliottii Saturated Woodland,FOFEM 401,1.58,0,0,0,0,0,9.72,1.4,,0,,5.45,,,,,,,PFL,1,8,7
462,0,0,0,4,,Pinus palustris - Pinus serotina Saturated Woodland,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,1,8,7
463,0,0,0,4,,Pinus palustris Saturated Woodland,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,PFL,1,8,7
414,0,0,0,4,,Pinus palustris Woodland,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,PFL,1,8,7
413,0,0,0,4,,Pinus palustris/Quercus spp. Woodland,FOFEM 391,1.58,0,0,0,0,0,9.72,1.4,,0.19,,0.15,,,,,,,,1,8,7
322,1,0,0,0,,Pinus ponderosa - Populus tremuloides Forest,X,,,,,,,,,,,,,,,,,,,PN,3,8,7
48,1,2,0,0,,Pinus ponderosa - Pseudotsuga menziesii Forest,FOFEM 081,1.5,0.25,0.75,1.5,20,5,40,3,,0.2,,0.4,,6,,3,,,PN,3,8,7
